,Country,Rang_voisin,Voisin,Distance,Voisin_manquant,p
392,Thailand,3,Azerbaijan,1.3590901971203477,False,0.0
393,Thailand,4,"Iran, Islamic Republic of",1.4091332024292103,False,0.0
394,Thailand,5,Mexico,1.4368586120818974,False,0.0
395,Thailand,6,Malaysia,1.4715568227528644,False,0.0
396,Thailand,7,Viet Nam,1.4821251412979577,False,0.0
397,Thailand,8,Indonesia,1.491323432131454,False,0.0
398,Thailand,9,Serbia,1.498320662094433,False,0.0
399,Thailand,10,Albania,1.5318583898808429,False,0.0
400,Tunisia,1,El Salvador,0.4504334438061096,False,0.1
401,Tunisia,2,Algeria,0.5408800938651204,False,0.1
402,Tunisia,3,Georgia,0.7356231293683666,False,0.1
403,Tunisia,4,Fiji,0.9025476526941847,False,0.1
404,Tunisia,5,Jordan,1.006467619413264,False,0.1
405,Tunisia,6,Sri Lanka,1.026173036350269,True,0.1
406,Tunisia,7,Jamaica,1.0630631524863268,False,0.1
407,Tunisia,8,Dominican Republic,1.097752792221166,False,0.1
408,Tunisia,9,Morocco,1.1255957050162737,False,0.1
409,Tunisia,10,Armenia,1.1496725410871633,False,0.1
410,Turkmenistan,1,Armenia,2.6068962478649644,False,0.0
411,Turkmenistan,2,Botswana,2.649278188772508,False,0.0
412,Turkmenistan,3,Uzbekistan,2.67914686629223,False,0.0
413,Turkmenistan,4,Lebanon,2.8413824720659044,False,0.0
414,Turkmenistan,5,Georgia,2.9005938556943685,False,0.0
415,Turkmenistan,6,Mexico,3.0238876655789926,False,0.0
416,Turkmenistan,7,Azerbaijan,3.0464097846655696,False,0.0
417,Turkmenistan,8,Turkey,3.0484555247069602,False,0.0
418,Turkmenistan,9,Algeria,3.100368456334207,False,0.0
419,Turkmenistan,10,Saudi Arabia,3.1563185953943362,False,0.0
420,Uzbekistan,1,Kyrgyzstan,0.844019731946017,True,0.3
421,Uzbekistan,2,Armenia,0.9498575796346106,False,0.3
422,Uzbekistan,3,Philippines,0.9994291836925558,True,0.3
423,Uzbekistan,4,Sri Lanka,1.028973978084353,True,0.3
424,Uzbekistan,5,Jordan,1.050332828510514,False,0.3
425,Uzbekistan,6,Morocco,1.1069110927794061,False,0.3
426,Uzbekistan,7,Azerbaijan,1.116319279732271,False,0.3
427,Uzbekistan,8,Indonesia,1.1249441010939318,False,0.3
428,Uzbekistan,9,Algeria,1.2029768751386782,False,0.3
429,Uzbekistan,10,Georgia,1.30673275163588,False,0.3
430,Viet Nam,1,Indonesia,1.2706666259381212,False,0.2
431,Viet Nam,2,Kyrgyzstan,1.3119174771999067,True,0.2
432,Viet Nam,3,Guatemala,1.3180130081141763,False,0.2
433,Viet Nam,4,Republic of Moldova,1.4061344223855492,False,0.2
434,Viet Nam,5,Thailand,1.4821251412979577,False,0.2
435,Viet Nam,6,Nepal,1.7185447803958713,True,0.2
436,Viet Nam,7,Uzbekistan,1.7570971584206645,False,0.2
437,Viet Nam,8,Ghana,1.7666732920733326,False,0.2
438,Viet Nam,9,Azerbaijan,1.785150992211253,False,0.2
439,Viet Nam,10,China,1.7870440059065704,False,0.2
